% %  1. Title of Database: Abalone data
% %
% %  2. Sources:
% %
% %     (a) Original owners of database:
% %  	Marine Resources Division
% %  	Marine Research Laboratories - Taroona
% %  	Department of Primary Industry and Fisheries, Tasmania
% %  	GPO Box 619F, Hobart, Tasmania 7001, Australia
% %  	(contact: Warwick Nash +61 02 277277, wnash@dpi.tas.gov.au)
% %
% %     (b) Donor of database:
% %  	Sam Waugh (Sam.Waugh@cs.utas.edu.au)
% %  	Department of Computer Science, University of Tasmania
% %  	GPO Box 252C, Hobart, Tasmania 7001, Australia
% %
% %     (c) Date received: December 1995
% %
% %
% %  3. Past Usage:
% %
% %     Sam Waugh (1995) "Extending and benchmarking Cascade-Correlation", PhD
% %     thesis, Computer Science Department, University of Tasmania.
% %
% %     -- Test set performance (final 1044 examples, first 3133 used for training):
% %  	24.86% Cascade-Correlation (no hidden nodes)
% %  	26.25% Cascade-Correlation (5 hidden nodes)
% %  	21.5%  C4.5
% %  	 0.0%  Linear Discriminate Analysis
% %  	 3.57% k=5 Nearest Neighbour
% %        (Problem encoded as a classification task)
% %
% %     -- Data set samples are highly overlapped.  Further information is required
% %  	to separate completely using affine combinations.  Other restrictions
% %  	to data set examined.
% %
% %     David Clark, Zoltan Schreter, Anthony Adams "A Quantitative Comparison of
% %     Dystal and Backpropagation", submitted to the Australian Conference on
% %     Neural Networks (ACNN'96). Data set treated as a 3-category classification
% %     problem (grouping ring classes 1-8, 9 and 10, and 11 on).
% %
% %     -- Test set performance (3133 training, 1044 testing as above):
% %  	64%    Backprop
% %  	55%    Dystal
% %     -- Previous work (Waugh, 1995) on same data set:
% %  	61.40% Cascade-Correlation (no hidden nodes)
% %  	65.61% Cascade-Correlation (5 hidden nodes)
% %  	59.2%  C4.5
% %  	32.57% Linear Discriminate Analysis
% %  	62.46% k=5 Nearest Neighbour
% %
% %
% %  4. Relevant Information Paragraph:
% %
% %     Predicting the age of abalone from physical measurements.  The age of
% %     abalone is determined by cutting the shell through the cone, staining it,
% %     and counting the number of rings through a microscope -- a boring and
% %     time-consuming task.  Other measurements, which are easier to obtain, are
% %     used to predict the age.  Further information, such as weather patterns
% %     and location (hence food availability) may be required to solve the problem.
% %
% %     From the original data examples with missing values were removed (the
% %     majority having the predicted value missing), and the ranges of the
% %     continuous values have been scaled for use with an ANN (by dividing by 200).
% %
% %     Data comes from an original (non-machine-learning) study:
% %
% %  	Warwick J Nash, Tracy L Sellers, Simon R Talbot, Andrew J Cawthorn and
% %  	Wes B Ford (1994) "The Population Biology of Abalone (_Haliotis_
% %  	species) in Tasmania. I. Blacklip Abalone (_H. rubra_) from the North
% %  	Coast and Islands of Bass Strait", Sea Fisheries Division, Technical
% %  	Report No. 48 (ISSN 1034-3288)
% %
% %
% %  5. Number of Instances: 4177
% %
% %
% %  6. Number of Attributes: 8
% %
% %
% %  7. Attribute information:
% %
% %     Given is the attribute name, attribute type, the measurement unit and a
% %     brief description.  The number of rings is the value to predict: either
% %     as a continuous value or as a classification problem.
% %
% %  	Name		Data Type	Meas.	Description
% %  	----		---------	-----	-----------
% %  	Sex		nominal			M, F, and I (infant)
% %  	Length		continuous	mm	Longest shell measurement
% %  	Diameter	continuous	mm	perpendicular to length
% %  	Height		continuous	mm	with meat in shell
% %  	Whole weight	continuous	grams	whole abalone
% %  	Shucked weight	continuous	grams	weight of meat
% %  	Viscera weight	continuous	grams	gut weight (after bleeding)
% %  	Shell weight	continuous	grams	after being dried
% %  	Rings		integer			+1.5 gives the age in years
% %
% %     Statistics for numeric domains:
% %
% %  		Length	Diam	Height	Whole	Shucked	Viscera	Shell	Rings
% %  	Min	0.075	0.055	0.000	0.002	0.001	0.001	0.002	    1
% %  	Max	0.815	0.650	1.130	2.826	1.488	0.760	1.005	   29
% %  	Mean	0.524	0.408	0.140	0.829	0.359	0.181	0.239	9.934
% %  	SD	0.120	0.099	0.042	0.490	0.222	0.110	0.139	3.224
% %  	Correl	0.557	0.575	0.557	0.540	0.421	0.504	0.628	  1.0
% %
% %
% %  8. Missing Attribute Values: None
% %
% %
% %  9. Class Distribution:
% %
% %  	Class	Examples
% %  	-----	--------
% %  	1	1
% %  	2	1
% %  	3	15
% %  	4	57
% %  	5	115
% %  	6	259
% %  	7	391
% %  	8	568
% %  	9	689
% %  	10	634
% %  	11	487
% %  	12	267
% %  	13	203
% %  	14	126
% %  	15	103
% %  	16	67
% %  	17	58
% %  	18	42
% %  	19	32
% %  	20	26
% %  	21	14
% %  	22	6
% %  	23	9
% %  	24	2
% %  	25	1
% %  	26	1
% %  	27	2
% %  	29	1
% %  	-----	----
% %  	Total	4177s
@RELATION abalone

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE V1 {F, I, M}
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE Class {1, 2, 3}

@DATA
1501,M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,2
1502,M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,3
1503,F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,2
1504,F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,2
1505,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,1
1506,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,2
1507,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,2
1509,F,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,3
1510,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,2
1511,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,2
1512,F,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,2
1513,M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,1
1514,F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,3
1515,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,3
1516,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,2
1517,F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,2
1518,M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,3
1519,M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,2
1520,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,2
1522,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,3
1525,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,3
1527,M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,3
1528,M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,3
1529,M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,2
1530,M,0.75,0.55,0.18,1.893,0.942,0.397,0.445,3
1531,I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,1
1532,I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,1
1533,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,1
1534,I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,1
1535,I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,1
1536,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,1
1537,I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,1
1538,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,1
1539,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,1
1540,I,0.36,0.27,0.095,0.2,0.073,0.056,0.061,1
1542,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,1
1543,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,1
1544,I,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,1
1545,I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,1
1546,I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,1
1547,I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,1
1548,I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,1
1549,I,0.385,0.28,0.095,0.257,0.119,0.059,0.07,1
1550,I,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,1
1551,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,1
1552,I,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,1
1553,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,1
1554,I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,1
1555,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,1
1556,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,1
1557,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,1
1558,I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,1
1559,I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,1
1560,I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,1
1562,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,1
1563,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,2
1564,I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,1
1565,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,1
1566,I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,2
1567,I,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,1
1568,I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,1
1569,I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,1
1570,M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,1
1571,I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,1
1572,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,2
1575,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,1
1576,I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,1
1577,I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,1
1578,I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,1
1579,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,1
1580,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,1
1582,I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,2
1583,I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,1
1584,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,1
1585,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,2
1586,I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,2
1587,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,1
1588,I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,1
1589,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,2
1590,I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,1
1591,M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,1
1592,I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,2
1593,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,1
1595,M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,2
1596,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,1
1597,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,2
1598,I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,2
1600,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,1
1601,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,2
1602,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,2
1603,I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,2
1606,I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,2
1608,I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,2
1609,I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,1
1610,I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,1
1611,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,2
1612,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,2
1613,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,3
1614,I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,1
1615,I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,1
1616,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,2
1618,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,3
1620,I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,1
1621,M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,2
1623,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,2
1624,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,2
1625,M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,2
1626,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,1
1627,M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,2
1628,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,2
1630,I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,2
1631,I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,3
1632,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,1
1634,F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,2
1635,I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,2
1636,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,2
1637,F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,1
1638,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,2
1640,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,1
1641,M,0.575,0.445,0.16,0.839,0.4005,0.198,0.239,2
1642,M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,3
1643,F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,1
1644,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,2
1647,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,2
1648,M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,2
1649,I,0.59,0.45,0.145,1.022,0.428,0.268,0.265,2
1650,I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,3
1651,F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,1
1652,M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,2
1653,M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,2
1655,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,1
1656,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,2
1657,M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,2
1659,F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,2
1660,M,0.6,0.47,0.165,1.059,0.504,0.241,0.275,2
1661,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,2
1662,F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,2
1663,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,1
1664,I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,2
1665,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,1
1666,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,2
1667,F,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,3
1670,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,3
1671,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,2
1672,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,2
1674,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,2
1675,F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,1
1676,M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,2
1677,M,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,2
1678,I,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,3
1679,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,3
1680,M,0.62,0.515,0.175,1.221,0.535,0.241,0.395,3
1681,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,3
1682,I,0.62,0.49,0.16,1.066,0.446,0.246,0.305,3
1683,F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,3
1684,I,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,2
1685,I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,2
1686,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,3
1687,F,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,2
1688,M,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,3
1689,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,2
1690,M,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,2
1691,I,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,3
1693,I,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,2
1694,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,2
1695,F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,1
1696,M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,3
1697,M,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,2
1698,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,3
1699,I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,3
1702,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,2
1703,F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,2
1704,M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,2
1705,M,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,3
1706,M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,2
1707,M,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,3
1709,M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,2
1710,M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,2
1711,M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,2
1712,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,2
1713,M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,2
1714,F,0.645,0.51,0.19,1.363,0.573,0.362,0.36,2
1715,M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,2
1716,F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,3
1717,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,2
1718,M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,3
1720,M,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,2
1721,M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,2
1722,F,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,2
1723,F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,3
1725,M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,2
1726,F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,3
1727,M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,2
1728,M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,3
1729,M,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,3
1730,M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,3
1731,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,3
1732,M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,3
1733,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,2
1734,M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,3
1735,M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,3
1736,F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,3
1737,F,0.67,0.55,0.155,1.566,0.858,0.339,0.354,2
1738,F,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,3
1739,M,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,3
1740,F,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,2
1741,M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,2
1742,F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,3
1743,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,3
1744,F,0.685,0.565,0.175,1.638,0.7775,0.375,0.438,3
1745,F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,3
1746,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,2
1747,F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,3
1748,F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,3
1749,M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,3
1751,F,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,2
1752,M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,3
1754,M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,3
1756,F,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,3
1757,F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,3
1758,M,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,3
1759,F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,3
1760,F,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,3
1763,M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,3
1764,I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,1
1765,I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,1
1766,F,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,1
1767,M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,1
1768,I,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,1
1769,M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,1
1770,I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,1
1773,I,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,2
1775,I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,1
1776,M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,2
1777,I,0.485,0.345,0.16,0.869,0.3085,0.185,0.319,2
1778,F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,1
1779,M,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,2
1780,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,2
1781,M,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,1
1782,M,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,2
1783,M,0.525,0.38,0.125,0.65,0.303,0.155,0.159,1
1784,M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,1
1785,F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,1
1786,I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,1
1787,I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,1
1788,F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,2
1789,F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,2
1791,M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,2
1793,M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,2
1794,I,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,2
1795,F,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,2
1796,M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,2
1797,I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,1
1798,M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,3
1799,M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,2
1800,M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,2
1801,M,0.605,0.475,0.15,1.15,0.575,0.232,0.297,2
1802,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,3
1803,F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,2
1805,M,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,2
1806,M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,3
1807,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,3
1808,F,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,2
1809,F,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,1
1810,M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,2
1811,M,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,3
1812,M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,2
1813,F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,2
1814,M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,2
1815,F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,3
1816,F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,2
1818,F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,2
1819,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,3
1820,F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,3
1821,F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,2
1822,M,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,3
1823,M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,3
1825,I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,1
1826,I,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,1
1827,I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,1
1829,I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,1
1830,I,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,1
1831,I,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,1
1832,I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,1
1833,I,0.405,0.3,0.09,0.269,0.103,0.067,0.11,1
1835,I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,1
1837,I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,1
1839,I,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,3
1840,I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,1
1841,I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,1
1842,I,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,1
1843,I,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,1
1844,I,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,1
1846,I,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,1
1847,I,0.47,0.375,0.12,0.487,0.196,0.099,0.135,1
1849,I,0.485,0.385,0.13,0.568,0.2505,0.178,0.154,1
1850,I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,1
1852,I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,1
1853,I,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,1
1856,I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,3
1859,I,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,2
1860,I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,2
1861,M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,1
1862,I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,1
1863,I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,2
1864,I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,2
1866,I,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,2
1867,I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,2
1869,I,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,2
1871,I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,2
1872,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,2
