@RELATION titanic

@ATTRIBUTE pclass NUMERIC
@ATTRIBUTE sex {female, male}
@ATTRIBUTE age NUMERIC
@ATTRIBUTE sibsp NUMERIC
@ATTRIBUTE parch NUMERIC
@ATTRIBUTE ticket STRING
@ATTRIBUTE fare NUMERIC
@ATTRIBUTE cabin STRING
@ATTRIBUTE embarked {C, Q, S}
@ATTRIBUTE boat STRING
@ATTRIBUTE body NUMERIC
@ATTRIBUTE home.dest STRING
@ATTRIBUTE survived {0, 1}

@DATA
3.0,male,4.0,3.0,2.0,'347088',27.9,?,S,?,?,?,0
3.0,male,10.0,3.0,2.0,'347088',27.9,?,S,?,?,?,0
3.0,female,9.0,3.0,2.0,'347088',27.9,?,S,?,?,?,0
3.0,female,2.0,3.0,2.0,'347088',27.9,?,S,?,?,?,0
3.0,male,40.0,1.0,4.0,'347088',27.9,?,S,?,?,?,0
3.0,female,45.0,1.0,4.0,'347088',27.9,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349214',7.8958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'SOTON/OQ 392086',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'315037',8.6625,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'384461',7.75,?,Q,?,?,?,0
3.0,female,?,0.0,0.0,'335432',7.7333,?,Q,13,?,?,1
3.0,male,19.0,0.0,0.0,'348124',7.65,'F G73',S,?,?,?,0
3.0,male,30.0,0.0,0.0,'A.5. 18509',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'A.5. 3236',08.05,?,S,?,?,?,0
3.0,male,32.0,0.0,0.0,'STON/OQ. 369943',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349208',7.8958,?,S,?,?,?,0
3.0,male,33.0,0.0,0.0,'349239',8.6625,?,C,?,?,?,0
3.0,female,23.0,0.0,0.0,'CA. 2314',7.55,?,S,C,?,?,1
3.0,male,21.0,0.0,0.0,'A/4 45380',08.05,?,S,?,?,?,0
3.0,male,60.5,0.0,0.0,'3701',?,?,S,?,261.0,?,0
3.0,male,19.0,0.0,0.0,'349205',7.8958,?,S,?,?,?,0
3.0,female,22.0,0.0,0.0,'7553',9.8375,?,S,?,?,?,0
3.0,male,31.0,0.0,0.0,'STON/O 2. 3101288',7.925,?,S,9,?,?,1
3.0,male,27.0,0.0,0.0,'315083',8.6625,?,S,?,?,?,0
3.0,female,2.0,0.0,1.0,'347054',10.4625,G6,S,?,?,?,0
3.0,female,29.0,1.0,1.0,'347054',10.4625,G6,S,?,?,?,0
3.0,male,16.0,0.0,0.0,'SOTON/OQ 392089',08.05,?,S,B,?,?,1
3.0,male,44.0,0.0,0.0,'STON/O 2. 3101269',7.925,?,S,15,?,?,1
3.0,male,25.0,0.0,0.0,'SOTON/OQ 392076',07.05,?,S,?,?,?,0
3.0,male,74.0,0.0,0.0,'347060',7.775,?,S,?,?,?,0
3.0,male,14.0,0.0,0.0,'7538',9.225,?,S,13,?,?,1
3.0,male,24.0,0.0,0.0,'350035',7.7958,?,S,?,?,?,0
3.0,male,25.0,0.0,0.0,'350033',7.7958,?,S,'13 15',?,?,1
3.0,male,34.0,0.0,0.0,'363294',08.05,?,S,?,176.0,?,0
3.0,male,0.4167,0.0,1.0,'2625',8.5167,?,C,16,?,?,1
3.0,male,?,1.0,0.0,'2621',6.4375,?,C,?,?,?,0
3.0,male,?,0.0,0.0,'2681',6.4375,?,C,?,?,?,0
3.0,male,?,0.0,0.0,'2684',7.225,?,C,?,?,?,0
3.0,female,16.0,1.0,1.0,'2625',8.5167,?,C,14,?,?,1
3.0,male,?,0.0,0.0,'32302',08.05,?,S,?,?,?,0
3.0,male,?,1.0,0.0,'376564',16.1,?,S,?,?,?,0
3.0,female,?,1.0,0.0,'376564',16.1,?,S,10,?,?,1
3.0,male,32.0,0.0,0.0,'STON/O 2. 3101293',7.925,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'383121',7.75,F38,Q,?,?,?,0
3.0,male,?,0.0,0.0,'349216',7.8958,?,S,?,?,?,0
3.0,male,30.5,0.0,0.0,'364499',08.05,?,S,?,50.0,?,0
3.0,male,44.0,0.0,0.0,'364511',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'2673',7.2292,?,C,?,?,?,0
3.0,male,25.0,0.0,0.0,'LINE',0.0,?,S,15,?,?,1
3.0,male,?,0.0,0.0,'2641',7.2292,?,C,?,?,?,0
3.0,male,7.0,1.0,1.0,'2650',15.2458,?,C,C,?,?,1
3.0,female,9.0,1.0,1.0,'2650',15.2458,?,C,C,?,?,1
3.0,female,29.0,0.0,2.0,'2650',15.2458,?,C,C,?,?,1
3.0,male,36.0,0.0,0.0,'349247',7.8958,?,S,?,?,?,0
3.0,female,18.0,0.0,0.0,'4138',9.8417,?,S,15,?,?,1
3.0,female,63.0,0.0,0.0,'4134',9.5875,?,S,15,?,?,1
3.0,male,?,1.0,1.0,'A/5. 851',14.5,?,S,?,?,?,0
3.0,male,11.5,1.0,1.0,'A/5. 851',14.5,?,S,?,1.0,?,0
3.0,male,40.5,0.0,2.0,'A/5. 851',14.5,?,S,?,255.0,?,0
3.0,female,10.0,0.0,2.0,'345773',24.15,?,S,?,?,?,0
3.0,male,36.0,1.0,1.0,'345773',24.15,?,S,?,?,?,0
3.0,female,30.0,1.0,1.0,'345773',24.15,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'345777',9.5,?,S,?,?,?,0
3.0,male,33.0,0.0,0.0,'345780',9.5,?,S,?,?,?,0
3.0,male,28.0,0.0,0.0,'345770',9.5,?,S,?,?,?,0
3.0,male,28.0,0.0,0.0,'345783',9.5,?,S,?,?,?,0
3.0,male,47.0,0.0,0.0,'345765',9.0,?,S,?,?,?,0
3.0,female,18.0,2.0,0.0,'345764',18.0,?,S,?,?,?,0
3.0,male,31.0,3.0,0.0,'345763',18.0,?,S,?,?,?,0
3.0,male,16.0,2.0,0.0,'345764',18.0,?,S,?,?,?,0
3.0,female,31.0,1.0,0.0,'345763',18.0,?,S,?,?,?,0
3.0,male,22.0,0.0,0.0,'2658',7.225,?,C,'13 15',?,?,1
3.0,male,20.0,0.0,0.0,'350416',7.8542,?,S,?,?,?,0
3.0,female,14.0,0.0,0.0,'350406',7.8542,?,S,?,?,?,0
3.0,male,22.0,0.0,0.0,'349252',7.8958,?,S,?,?,?,0
3.0,male,22.0,0.0,0.0,'345767',9.0,?,S,?,?,'Antwerp Belgium / Stanton',0
3.0,male,?,0.0,0.0,'359309',08.05,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'C.A. 49867',7.55,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'SOTON/OQ 3101316',08.05,?,S,?,?,?,0
3.0,male,32.5,0.0,0.0,'345775',9.5,?,S,?,298.0,?,0
3.0,female,38.0,0.0,0.0,'2688',7.2292,?,C,C,?,?,1
3.0,male,51.0,0.0,0.0,'347064',7.75,?,S,?,?,?,0
3.0,male,18.0,1.0,0.0,'3101267',6.4958,?,S,?,314.0,?,0
3.0,male,21.0,1.0,0.0,'3101266',6.4958,?,S,?,?,?,0
3.0,female,47.0,1.0,0.0,'363272',7.0,?,S,?,?,?,1
3.0,male,?,0.0,0.0,'3410',8.7125,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'S.O./P.P. 751',7.55,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'A/5 2466',08.05,?,S,?,?,?,0
3.0,male,28.5,0.0,0.0,'54636',16.1,?,S,?,14.0,?,0
3.0,male,21.0,0.0,0.0,'SOTON/OQ 3101317',7.25,?,S,?,?,?,0
3.0,male,27.0,0.0,0.0,'315154',8.6625,?,S,?,131.0,?,0
3.0,male,?,0.0,0.0,'A/4. 34244',7.25,?,S,?,?,?,0
3.0,male,36.0,0.0,0.0,'345771',9.5,?,S,?,?,?,0
3.0,male,27.0,1.0,0.0,'2659',14.4542,?,C,C,?,?,0
3.0,female,15.0,1.0,0.0,'2659',14.4542,?,C,?,?,?,1
3.0,male,45.5,0.0,0.0,'2628',7.225,?,C,?,312.0,?,0
3.0,male,?,0.0,0.0,'2647',7.225,?,C,?,?,?,0
3.0,male,?,0.0,0.0,'2627',14.4583,?,C,?,?,?,0
3.0,female,14.5,1.0,0.0,'2665',14.4542,?,C,?,328.0,?,0
3.0,female,?,1.0,0.0,'2665',14.4542,?,C,?,?,?,0
3.0,male,26.5,0.0,0.0,'2656',7.225,?,C,?,304.0,?,0
3.0,male,27.0,0.0,0.0,'2670',7.225,?,C,?,?,?,0
3.0,male,29.0,0.0,0.0,'315082',7.875,?,S,?,?,?,0
